sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:extra_codes,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
LABO_NHG00967,as. ambrosia alsem w1 - NHG00967,1,,967,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01337,kweek pus - NHG01337,1,,1337,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01378,trombocyten - NHG01378,1,,1378,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CNV00146,Varic. Zoster virus PCR op ander specimen - CNV00146,1,,AZD_4478,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0398,Vermoeden van Shigella - ZHMM0398,1,,*SHIG?,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01131,as. paprika f218 - NHG01131,1,,1131,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02488,huidtest Italiaans raaigras(Lolium mufl) - NHG02488,1,,2488,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001331,aPTT - 00001331,1,,503,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02653,kweek MultiRes.Staf.Aur.(MRSA)huidlaesie - NHG02653,1,,2653,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00481,Herpes simplex virus IgG - NHG00481,1,,481,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0760,Staphylococcus pasteuri - ZHMM0760,1,,STAPA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03288,fluoxetine totaal (Prozac) - NHG03288,1,,3288,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00033,aluminium - NHG00033,1,,33,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00236,doxepine; desmethyl- - NHG00236,1,,236,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0619,Aerococcus sanguinicola - ZHMM0619,1,,AERSA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0533,Psychrobacter immobilis - ZHMM0533,1,,PSYIM,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0499,Klebsiella terrigena - ZHMM0499,1,,KLETE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01417,vitamine D3 (1;25OH) - NHG01417,1,,1417,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00975,as. smalle weegbree w9 - NHG00975,1,,975,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03868,bevolkingsondzk cervix zelfafnameset - NHG03868,1,,3868,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0791,kweek omgeving - ZHMM0791,1,,*Omgeving,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000526,CD19+/CD10+ - AZ000526,1,,CD19CD10_LB,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02701,spijtserum - NHG02701,1,,2701,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01409,valproïnezuur (Depakine) - NHG01409,1,,1409,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01264,as. mengsel groenten fx19 - NHG01264,1,,1264,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0871,Trueperella species - ZHMM0871,1,,TRUSP,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03133,Bordetella pertussis (toxine) IgA kwant - NHG03133,1,,3133,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002494,vrije lambda - AZ002494,1,,U24_LAMB_VRIJ,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000637,LAIR+/CD22+ - AZ000637,1,,CDLAIRCD22_L,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0595,aanwezigheid van gisten - ZHMM0595,1,,+g,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0389,Vermoeden Staphylococcus species - ZHMM0389,1,,*Staf?,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01076,as. zalm f41 - NHG01076,1,,1076,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00353,gastrine - NHG00353,1,,353,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ003051,Ureum/24uur (Ur24) - AZ003051,1,,T_A_10624,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00761,opmerking 10 differentiatie - NHG00761,1,,761,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0302,Scedosporium apiospermum - ZHMM0302,1,,SCEAP,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00238,dehydroëpiandrosteronsulfaat - NHG00238,1,,238,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03178,pregnaantriol urine 24u - NHG03178,1,,3178,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00453,kwik urine - NHG00453,1,,453,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0056,Pasteurella multocida - ZHMM0056,1,,PASMU,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0748,Acinetobacter genomospecies 3 - ZHMM0748,1,,ACIG3,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00944,as. populier t14 - NHG00944,1,,944,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001240,Bloedgroep - 00001240,1,,PMR_BLGR,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01043,as. eend veren e86 - NHG01043,1,,1043,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03644,opmerking/beoordeling HIV diagnostiek - NHG03644,1,,3644,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03265,buprenorfine urine - NHG03265,1,,3265,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00794,osmotische resistentie ery’s - NHG00794,1,,794,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00720,pseudo-Pelger Huet anomalie - NHG00720,1,,720,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02066,spermatozoën; goed bew. na 1 uur - NHG02066,1,,2066,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001714,Phoma betae Ab.IgE - Phoma betae IgE (serum) - [kU/L] - Phoma betae (m13) - AZ001714,1,,6216-6,1.00,APPROVED,EQUAL,etl,1660028797633,3015007,Phoma betae IgE Ab [Units/volume] in Serum,Measurement,MAPS_TO,AUTO MAPPED,etl,1660028797633,
LABO_ZHMM0801,Exophiala dermatitidis - ZHMM0801,1,,EXODE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001270,microscopie feces parasieten - 00001270,1,,7226,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00203,clozapine (Leponex) - NHG00203,1,,203,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03414,Trichomonas vag. DNA penis (PCR) - NHG03414,1,,3414,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0482,Rhodotorula mucilaginosa - ZHMM0482,1,,RHOMU,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02656,kweek MultiRes.Staf.Aur.(MRSA) perineum - NHG02656,1,,2656,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001739,Methadone - AZ001739,1,,MEDONE_MAAGV,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00797,opmerking 1 sediment - NHG00797,1,,797,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001399,cultuur mycobacteriën - 00001399,1,,1BKoud,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001290,zonder identificatie - 00001290,1,,CCC_stl_geen_id,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01435,Varicella zoster virus antistoffen - NHG01435,1,,1435,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0364,Cardiobacterium spp - ZHMM0364,1,,CARSP,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0735,Parabacteroides distasonis - ZHMM0735,1,,PARDI,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03615,chikungunya IgG kwantitatief - NHG03615,1,,3615,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01924,eilandjes van Langerhans antistoffen - NHG01924,1,,1924,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0700,Helicobacter pullorum - ZHMM0700,1,,HELPU,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00103,beta-caroteen - NHG00103,1,,103,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHAB0011,Ceftazidime - ZHAB0011,1,,CTAZ,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03762,as. framboos f343 - NHG03762,1,,3762,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02614,huidtest Acarus Siro (meelmijt) - NHG02614,1,,2614,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_BE002808,Urinezuur/24 uur - BE002808,1,,T_A_10622,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0493,Candida utilis - ZHMM0493,1,,CANUT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZDBEP17,CDKappa-Lambda+_L - AZDBEP17,1,,CDKappa-Lambda+_L,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0257,Grampositieve bacil anaëroob - ZHMM0257,1,,GPBana,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02166,Resp. syncytieel virus ag. sputum/nasoph - NHG02166,1,,2166,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03978,Cyclospora cayetanensis DNA feces (PCR) - NHG03978,1,,3978,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CNV00202,VEGF-A (serum) - CNV00202,1,,AZD_5273,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02932,nucleosomen antistoffen - NHG02932,1,,2932,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01394,ijzerbindingscapaciteit totaal - NHG01394,1,,1394,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01458,kweek Yersinia enterocolitica feces - NHG01458,1,,1458,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_CNV00022,Polyomavirus PCR - CNV00022,1,,AZD_2108,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01958,globuline; beta- liquor - NHG01958,1,,1958,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03169,11-hydroxyanodrosteron urine 24u - NHG03169,1,,3169,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00646,hypochromasie - NHG00646,1,,646,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ000076,aniongap - AZ000076,1,,AGAP,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00380,glucose (dagcurve) 2u na ontbijt; veneus - NHG00380,1,,380,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0776,Brevibacterium otitidis - ZHMM0776,1,,BREOT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0374,Fecale pathogenen - ZHMM0374,1,,FECPA,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000617,LKM-1 - 00000617,1,,ZZZZLKM-1,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02177,Bordetella pertussis FHA IgA - NHG02177,1,,2177,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01554,as. bloedgroep Kn a - NHG01554,1,,1554,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00942,as. plataan t11 - NHG00942,1,,942,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00749,opmerking 3 hemoglobine-elektroforese - NHG00749,1,,749,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMT0080,Antibiotica toegediend - ZHMT0080,1,,AB8,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02913,acetylcholinereceptor antistoffen - NHG02913,1,,2913,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00584,mestcellen - NHG00584,1,,584,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0882,aanwezigheid van schimmel - ZHMM0882,1,,+schim,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0411,Enterococcus spp. - ZHMM0411,1,,ENTID,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01304,segmentkernige neutrofiele granulocyten - NHG01304,1,,1304,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00102,aantal bacteriën (uricult) - NHG00102,1,,102,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01096,as. gluten f79 - NHG01096,1,,1096,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0908,Corynebacterium bovis - ZHMM0908,1,,CORBOV,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG04033,SARS-CoV-2 (COVID19) ag. sneltest kz - NHG04033,1,,4033,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0731,Paecilomyces lilacinus - ZHMM0731,1,,PAELI,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03709,glucose (dagcurve) voor de nacht;POCtest - NHG03709,1,,3709,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0659,IVF cultuur negatief - ZHMM0659,1,,*IVF_negatief,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHAB0001,Penicilline - ZHAB0001,1,,PENI,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02827,es-citalopram - NHG02827,1,,2827,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01112,as. perzik f95 - NHG01112,1,,1112,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0648,Yersinia intermedia - ZHMM0648,1,,YERIN,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00087,bacteriën urine (kwantitatief) - NHG00087,1,,87,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000906,SARS-CoV-2 IgM - 00000906,1,,SARSCOV2M_W,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01244,as. mengsel knaagdier epith ex70 - NHG01244,1,,1244,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMT0041,Cultuur mycobacteriën - ZHMT0041,1,,4CSVBK,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ001277,Riet (g7) - AZ001277,1,,g7,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02705,PA-preparaat - NHG02705,1,,2705,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMB0063,Aantal kiemen na 48 uur - ZHMB0063,1,,M_TellingEndoscopie_48u,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03848,basofiele granulocyten POC-test; abs. - NHG03848,1,,3848,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03101,Borrelia BurgdorferiC6 prot.antist.kwant - NHG03101,1,,3101,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG01052,as. gerst f6 - NHG01052,1,,1052,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00000375,Norovirus gt I - 00000375,1,,GIS_NORO_I,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0752,Vibrio alginolyticus - ZHMM0752,1,,VIBAL,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002363,thallium (nagels) - AZ002363,1,,THALLIUM_NAGEL,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_00001315,absoluut aantal mono's - 00001315,1,,MONOT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00192,cholesterol totaal - NHG00192,1,,192,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00673,spiervezels - NHG00673,1,,673,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHAB0015,Gentamicine - ZHAB0015,1,,GENT,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_AZ002747,leucocyten zure fosfatasen - AZ002747,1,,WBC_ZF,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03685,risperidon totaal (+ 9hydroxyrisperidon) - NHG03685,1,,3685,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03419,Campylobacter DNA feces (PCR) - NHG03419,1,,3419,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG03171,11-hydroxyetiocholanon urine 24u - NHG03171,1,,3171,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02927,huid auto-antistoffen - NHG02927,1,,2927,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00953,as. cypres t23 - NHG00953,1,,953,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG02655,kweek MultiRes.Staf.Aur. (MRSA) neus - NHG02655,1,,2655,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_NHG00060,amylase isoenzym S1 - NHG00060,1,,60,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
LABO_ZHMM0163,Microsporum ferrugineum - ZHMM0163,1,,MICFE,0.00,UNCHECKED,UNREVIEWED,etl,1660028797633,0,Unmapped,,MAPS_TO,NOT AUTO MAPPED,,0,
