row,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:additionalInfo,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,extra_eh,free_text_eh
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000227,20 = radiotherapie,4,,Verder behandelingsplan: 4,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,"Deep radiation therapy, 200-300 KVP",Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000243,20 = radiotherapie,434,,Verder behandelingsplan: 1,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,"Deep radiation therapy, 200-300 KVP",Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000245,20 = radiotherapie,418,,Verder behandelingsplan: 2,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,"Deep radiation therapy, 200-300 KVP",Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000357,20 = radiotherapie,44,,Verder behandelingsplan: 3,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,"Deep radiation therapy, 200-300 KVP",Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000298_ZH00000358,20 = radiotherapie,4,,Verder behandelingsplan: 4,0.42,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,"Deep radiation therapy, 200-300 KVP",Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000299_ZH00000216,25 = concomitant chemoradiotherapie,18,,Reeds uitgevoerde behandelingen: 1,0.4,UNCHECKED,UNREVIEWED,AZD DEMO USER,2021-12-23,0,Combined chemotherapy and radiation therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000299_ZH00000218,25 = concomitant chemoradiotherapie,2,,Reeds uitgevoerde behandelingen: 2,0.4,UNCHECKED,UNREVIEWED,AZD DEMO USER,2021-12-23,0,Combined chemotherapy and radiation therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000299_ZH00000223,25 = concomitant chemoradiotherapie,96,,Verder behandelingsplan: 1,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Combined chemotherapy and radiation therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000299_ZH00000243,25 = concomitant chemoradiotherapie,96,,Verder behandelingsplan: 1,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Combined chemotherapy and radiation therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000299_ZH00000245,25 = concomitant chemoradiotherapie,14,,Verder behandelingsplan: 2,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Combined chemotherapy and radiation therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000299_ZH00000225,25 = concomitant chemoradiotherapie,14,,Verder behandelingsplan: 2,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Combined chemotherapy and radiation therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000216,40 = chemotherapie,104,,Reeds uitgevoerde behandelingen: 1,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000218,40 = chemotherapie,14,,Reeds uitgevoerde behandelingen: 2,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000219,40 = chemotherapie,10,,Reeds uitgevoerde behandelingen: 3,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000220,40 = chemotherapie,4,,Reeds uitgevoerde behandelingen: 4,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000223,40 = chemotherapie,872,,Verder behandelingsplan: 1,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Procedure,MAPS TO,Verder behandelingsplan: mag dit hetzelfde concept krijgen als een gekregen therapie.... Eerder therapieplan?,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000225,40 = chemotherapie,84,,Verder behandelingsplan: 2,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000226,40 = chemotherapie,150,,Verder behandelingsplan: 3,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000227,40 = chemotherapie,2,,Verder behandelingsplan: 4,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000243,40 = chemotherapie,872,,Verder behandelingsplan: 1,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Procedure,MAPS TO,Verder behandelingsplan: mag dit hetzelfde concept krijgen als een gekregen therapie.... Eerder therapieplan?,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000245,40 = chemotherapie,84,,Verder behandelingsplan: 2,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000357,40 = chemotherapie,150,,Verder behandelingsplan: 3,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000301_ZH00000358,40 = chemotherapie,2,,Verder behandelingsplan: 4,0.46,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Chemotherapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000302_ZH00000216,50 = hormonale therapie,8,,Reeds uitgevoerde behandelingen: 1,0.52,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Endocrine therapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000302_ZH00000223,50 = hormonale therapie,24,,Verder behandelingsplan: 1,0.52,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Hormone therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000302_ZH00000225,50 = hormonale therapie,10,,Verder behandelingsplan: 2,0.52,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Hormone therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000302_ZH00000226,50 = hormonale therapie,2,,Verder behandelingsplan: 3,0.52,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Hormone therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000302_ZH00000243,50 = hormonale therapie,24,,Verder behandelingsplan: 1,0.52,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Hormone therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000302_ZH00000245,50 = hormonale therapie,10,,Verder behandelingsplan: 2,0.52,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Hormone therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000302_ZH00000357,50 = hormonale therapie,2,,Verder behandelingsplan: 3,0.52,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Hormone therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000216,60 = immunotherapie,16,,Reeds uitgevoerde behandelingen: 1,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000218,60 = immunotherapie,66,,Reeds uitgevoerde behandelingen: 2,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000219,60 = immunotherapie,10,,Reeds uitgevoerde behandelingen: 3,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000220,60 = immunotherapie,6,,Reeds uitgevoerde behandelingen: 4,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000221,60 = immunotherapie,2,,Reeds uitgevoerde behandelingen: 5,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunotherapy,Regimen,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000223,60 = immunotherapie,326,,Verder behandelingsplan: 1,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunological therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000225,60 = immunotherapie,280,,Verder behandelingsplan: 2,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunological therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000226,60 = immunotherapie,80,,Verder behandelingsplan: 3,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunological therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000227,60 = immunotherapie,58,,Verder behandelingsplan: 4,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunological therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000243,60 = immunotherapie,326,,Verder behandelingsplan: 1,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunological therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000245,60 = immunotherapie,280,,Verder behandelingsplan: 2,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunological therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000357,60 = immunotherapie,80,,Verder behandelingsplan: 3,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunological therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000303_ZH00000358,60 = immunotherapie,58,,Verder behandelingsplan: 4,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Immunological therapy,Procedure,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000216,70 = symptomatisch,28,,Reeds uitgevoerde behandelingen: 1,0.48,UNCHECKED,UNREVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000218,70 = symptomatisch,22,,Reeds uitgevoerde behandelingen: 2,0.48,UNCHECKED,UNREVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000219,70 = symptomatisch,6,,Reeds uitgevoerde behandelingen: 3,0.48,UNCHECKED,UNREVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000220,70 = symptomatisch,2,,Reeds uitgevoerde behandelingen: 4,0.48,UNCHECKED,UNREVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000223,70 = symptomatisch,434,,Verder behandelingsplan: 1,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000225,70 = symptomatisch,126,,Verder behandelingsplan: 2,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000226,70 = symptomatisch,22,,Verder behandelingsplan: 3,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000227,70 = symptomatisch,12,,Verder behandelingsplan: 4,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000243,70 = symptomatisch,434,,Verder behandelingsplan: 1,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000245,70 = symptomatisch,126,,Verder behandelingsplan: 2,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000357,70 = symptomatisch,22,,Verder behandelingsplan: 3,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000304_ZH00000358,70 = symptomatisch,12,,Verder behandelingsplan: 4,0.48,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000305_ZH00000216,80 = andere tumorgericht,50,,Reeds uitgevoerde behandelingen: 1,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000305_ZH00000218,80 = andere tumorgericht,4,,Reeds uitgevoerde behandelingen: 2,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000305_ZH00000223,80 = andere tumorgericht,152,,Verder behandelingsplan: 1,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000305_ZH00000225,80 = andere tumorgericht,6,,Verder behandelingsplan: 2,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000305_ZH00000226,80 = andere tumorgericht,2,,Verder behandelingsplan: 3,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000305_ZH00000243,80 = andere tumorgericht,152,,Verder behandelingsplan: 1,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000305_ZH00000245,80 = andere tumorgericht,6,,Verder behandelingsplan: 2,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000305_ZH00000537,80 = andere tumorgericht,2,,Verder behandelingsplan: 3,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000216,90 = geen therapie,934,,Reeds uitgevoerde behandelingen: 1,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000218,90 = geen therapie,4,,Reeds uitgevoerde behandelingen: 2,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000220,90 = geen therapie,2,,Reeds uitgevoerde behandelingen: 4,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000223,90 = geen therapie,638,,Verder behandelingsplan: 1,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000225,90 = geen therapie,84,,Verder behandelingsplan: 2,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000226,90 = geen therapie,8,,Verder behandelingsplan: 3,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000227,90 = geen therapie,6,,Verder behandelingsplan: 4,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000243,90 = geen therapie,638,,Verder behandelingsplan: 1,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000245,90 = geen therapie,84,,Verder behandelingsplan: 2,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000357,90 = geen therapie,8,,Verder behandelingsplan: 3,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000306_ZH00000358,90 = geen therapie,6,,Verder behandelingsplan: 4,0.4,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000307_ZH00000216,95 = weigering therapie,4,,Reeds uitgevoerde behandelingen: 1,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Refusal of treatment by patient,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000307_ZH00000218,95 = weigering therapie,2,,Reeds uitgevoerde behandelingen: 2,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Refusal of treatment by patient,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000307_ZH00000223,95 = weigering therapie,14,,Verder behandelingsplan: 1,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Refusal of treatment by patient,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000307_ZH00000225,95 = weigering therapie,20,,Verder behandelingsplan: 2,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Refusal of treatment by patient,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000307_ZH00000226,95 = weigering therapie,6,,Verder behandelingsplan: 3,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Refusal of treatment by patient,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000308_ZH00000223,99 = thearpie onbekend,26,,Verder behandelingsplan: 1,0.41,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000308_ZH00000225,99 = thearpie onbekend,2,,Verder behandelingsplan: 2,0.41,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000307_ZH00000243,95 = weigering therapie,14,,Verder behandelingsplan: 1,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Refusal of treatment by patient,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000307_ZH00000245,95 = weigering therapie,20,,Verder behandelingsplan: 2,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Refusal of treatment by patient,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000307_ZH00000357,95 = weigering therapie,6,,Verder behandelingsplan: 3,0.29,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Refusal of treatment by patient,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000308_ZH00000243,99 = thearpie onbekend,26,,Verder behandelingsplan: 1,0.41,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000308_ZH00000245,99 = thearpie onbekend,2,,Verder behandelingsplan: 2,0.41,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000702_ZH00000366,locaal,52,,Recidief type,0.57,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45880971,Local,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,LB gemapped naar LOINC answer
,_ZH00000225,,0,,Verder behandelingsplan: 2,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000703_ZH00000366,regionaal,66,,Recidief type,0.61,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45882485,"Regional, NOS",Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,LB gemapped naar LOINC answer
,HIXVRAGENLIJSTEN_ZH00000704_ZH00000366,metastasen,126,,Recidief type,0.79,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,45882486,Distant,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,LB: hier nog eens kijken of er geen antwoord gelijkaardig aan Local en Regional van LOINC is.
,HIXVRAGENLIJSTEN_ZH00000922_ZH00001035,nieuw,1490,,Nieuw/follow-up registratieformulier,0.75,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,New,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00000923_ZH00001035,follow-up,1716,,Nieuw/follow-up registratieformulier,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Follow-up status,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,Dit zou eigenlijk naar een Condition status moeten gemapped worden zoals hierboven voor 'nieuw'. Custom concept maken voor follow-up condition status?
,HIXVRAGENLIJSTEN_ZH00002350_ZH00001637,"C01.9 - Tongbasis, NNO",4,,Primaire tumorlocalisatie,0.38,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,4169910,Structure of root of tongue,Spec Anatomic Site,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
