,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:additionalInfo,ADD_INFO:prescriptionID,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
6828,MEDICATIE_CS00185993,ALPRAZOLAM TABLET MGA 1MG,274,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19064364,alprazolam 1 MG Extended Release Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6829,MEDICATIE_P_00126683,NIVOLUMAB INFOPL CONC 10MG/ML FL 10ML,273,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,41370369,10 ML nivolumab 10 MG/ML Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6830,MEDICATIE_H_BE005144,BIFITERAL STROOP 670MG/ML,272,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,41187851,Lactulose 0.667 MG/ML Oral Solution [Bifiteral],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6831,MEDICATIE_CS00186407,PACLITAXEL INFOPL CONC 6MG/ML FL 50ML,272,,,,1,APPROVED,EQUAL,Louise,1645030148036,36280655,50 ML Paclitaxel 6 MG/ML Injection [Paclitaxin],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6832,MEDICATIE_CS00187488,FENTANYL PLEISTER  50UG/UUR (GENERIEK+DUROGESIC),270,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,21140746,Fentanyl 0.05 MG/HR [Durogesic],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6833,MEDICATIE_H_02397005,ALDANEX SKIN PROTECTANT,266,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,41268270,Silicon Dioxide Topical Cream [Aldanex],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6834,MEDICATIE_CS00186067,MOXONIDINE TABLET 0.4MG,264,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19063072,moxonidine 0.4 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6835,MEDICATIE_CS00118370,BISOLVON DRUPPELS 2MG/ML,263,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,19115343,bromhexine 2 MG/ML [Bisolvon],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6836,MEDICATIE_H_BE002202,INDERAL TABLET 10MG,261,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,40163313,propranolol hydrochloride 10 MG Oral Tablet [Inderal],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6837,MEDICATIE_CS00186833,SALMETEROL/FLUTICASON INHPDR 50/500UG/DO 60DO DISK,260,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36897491,60 ACTUAT fluticasone 0.5 MG/ACTUAT / salmeterol 0.05 MG/ACTUAT Inhalant Powder,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6838,MEDICATIE_CS00184371,NAPROXEN TABLET 500MG,260,,,,1,APPROVED,EQUAL,Louise,1645030148036,36267874,Naproxen 500 MG Oral Tablet [Naproxene EG],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6839,MEDICATIE_CS00184990,ONDANSETRON INJVLST 2MG/ML AMP 2ML,259,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,35605482,2 ML ondansetron 2 MG/ML Injection,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6840,MEDICATIE_P_BE000295,AMISULPRIDE TABLET 50MG,259,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19057608,amisulpride 50 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6841,MEDICATIE_CS00183502,AMITRIPTYLINE HCL TABLET 25MG,258,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,40162717,amitriptyline hydrochloride 25 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6842,MEDICATIE_P_BE000289,SULPIRIDE TABLET 200MG,258,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,19136627,sulpiride 200 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6843,MEDICATIE_P_BE001129,POVIDONJODIUM GEL 100MG/G TUBE,257,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,1750295,povidone-iodine 0.1 MG/MG Topical Gel,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6844,MEDICATIE_P_BE000330,MICONAZOL SPRAYPOEDER 20MG/G FL 8G,257,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,36282996,8000 MG Miconazole 0.02 MG/MG Topical Spray,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6845,MEDICATIE_CS00108362,SOLU MEDROL INJPDR FLAC 40MG+1ML SOLV IN MIXOVIAL,257,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36272970,Methylprednisolone 40 MG/ML Injectable Solution [Solu-Medrol],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6846,MEDICATIE_H_01803646,STEROFUNDIN ISO INFUSIEVLOEISTOF ECOFLAC 1000ML,257,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,43633986,1000 ML Calcium Chloride 0.37 MG/ML / Magnesium Chloride 0.2 MG/ML / malic acid 0.67 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Acetate Trihydrate 3.4 MG/ML / Sodium Chloride 7 MG/ML Injectable Solution [Sterofundin],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6847,MEDICATIE_CS00183437,NYSTATINE SUSP ORAAL 100.000E/ML,257,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,19079119,nystatin 100000 UNT/ML Oral Suspension,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6848,MEDICATIE_CS00185397,SERTRALINE TABLET  50MG,256,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,739209,sertraline 50 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6849,MEDICATIE_CS00185873,VENLAFAXINE CAPSULE MGA  75MG,256,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19103819,venlafaxine 75 MG Extended Release Oral Capsule,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6850,MEDICATIE_H_BE008560,INUVAIR NEXTHALER INHALPDR 200/6MCG/DO 120DO,255,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36283868,120 ACTUAT Beclomethasone 0.2 MG/ACTUAT / formoterol 0.006 MG/ACTUAT Inhalant Powder [Inuvair],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6851,MEDICATIE_P_B9000298,CITROENGLYCEROL OPL 15 ML,254,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,950435,citric acid,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6852,MEDICATIE_P_B9002673,HYALURONZUUR OOGDRUPPELS 2MG/ML FL 10ML (NATRIUM),254,,,,1,APPROVED,EQUAL,Louise,1645030148036,21087996,10 ML hyaluronate 2 MG/ML Ophthalmic Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6853,MEDICATIE_P_B9000298,CITROENGLYCEROL OPL 15 ML,254,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,4122024,Glycerate,Observation,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6854,MEDICATIE_CS00185358,NITROGLYCERINE PLEISTER 10MG/24UUR (MINITRAN),253,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,40163941,24 HR nitroglycerin 0.4 MG/HR Transdermal System [Minitran],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6855,MEDICATIE_CS00185417,MIRTAZAPINE TABLET 30MG,252,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,725180,mirtazapine 30 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6856,MEDICATIE_CS00108422,LASIX INJVLST 10MG/ML AMPUL  2ML,251,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,35603226,2 ML furosemide 10 MG/ML Injection,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6857,MEDICATIE_P_BE001202,OXAZEPAM TABLET 15MG,251,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,19019484,oxazepam 15 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6858,MEDICATIE_H_BE004997,DAKTARIN SPRAY 20MG/G,248,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43514863,Miconazole 0.02 MG/MG Topical Spray [Daktarin],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6859,MEDICATIE_CS00185874,VENLAFAXINE CAPSULE MGA 150MG,247,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19103820,venlafaxine 150 MG Extended Release Oral Capsule,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6860,MEDICATIE_CS00186850,TIMOLOL OOGDRUPPELS 5MG/ML FL 10ML COMOD,246,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,36279524,10 ML Timolol 5 MG/ML Ophthalmic Solution [Timo Comod],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6861,MEDICATIE_CS00184718,LISINOPRIL TABLET 20MG,246,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19080129,lisinopril 20 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6862,MEDICATIE_P_00146706,ENOXAPARINE INJ SP  8000IE(80MG)=0.8ML(10.000IE/ML,246,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43720093,0.8 ML Enoxaparin 100 MG/ML Injectable Solution,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6863,MEDICATIE_CS00186018,ONDANSETRON SMELTTABLET 8MG,245,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19079172,ondansetron 8 MG Disintegrating Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6864,MEDICATIE_CS00147362,CYMBALTA CAPSULE MSR 60MG,243,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,715301,duloxetine 60 MG Delayed Release Oral Capsule [Cymbalta],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6865,MEDICATIE_P_BE000382,CHLOORHEXIDINE/LIDOCAINE ZUIGTABLET 5/1MG,243,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,36272515,Chlorhexidine 5 MG / Lidocaine 1 MG Oral Lozenge,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6866,MEDICATIE_H_02567520,BRETARIS GENUAIR INHALPDR 322MCG 60DO,242,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43297960,60 ACTUAT aclidinium 0.322 MG/ACTUAT Inhalant Powder [Bretaris],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6867,MEDICATIE_CS00184940,LIDOCAINE INJVL 10MG/ML (HCL-1W) AMP 10ML,242,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,35604325,10 ML lidocaine hydrochloride 10 MG/ML Injection,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6868,MEDICATIE_CS00183459,RIFAMPICINE CAPSULE 300MG,241,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19019811,rifampin 300 MG Oral Capsule,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6869,MEDICATIE_CS00159476,JANUVIA TABLET FILMOMHULD 100MG,241,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,19125043,sitagliptin 100 MG Oral Tablet [Januvia],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6870,MEDICATIE_H_BE000295,LORMETAZEPAM EG TABLET 2MG,240,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,36275605,lormetazepam 2 MG Oral Tablet [Lormetazepam EG],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6871,MEDICATIE_CS00188064,SITAGLIPTINE TABLET 100MG,239,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,42960653,anagliptin 100 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6872,MEDICATIE_P_B9002179,VITALIPID-SOLUVIT-TRACUTIL IN OLIMEL N7E 1.5L,236,,,,1,APPROVED,EQUAL,Louise,1645030148036,2022741,"1500 ML alanine 6.4 MG/ML / arginine 4.32 MG/ML / aspartic acid 1.28 MG/ML / calcium chloride, dihydration 0.533 MG/ML / glucose 150 MG/ML / glutamate 2.21 MG/ML / glycerol mono(di)sodium phosphate 3.67 MG/ML / ... Injectable Solution [OLIMEL N7E]",Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6873,MEDICATIE_P_B9002179,VITALIPID-SOLUVIT-TRACUTIL IN OLIMEL N7E 1.5L,236,,,,1,APPROVED,EQUAL,Louise,1645030148036,43022748,chromic chloride 0.00512 MG/ML / Copper chloride 0.205 MG/ML / ferrous chloride 0.696 MG/ML / manganese chloride 0.198 MG/ML / Potassium Iodide 0.0166 MG/ML / Selenite 0.00789 MG/ML / Sodium Fluoride 0.126 MG/ML / ... Injectable Solution [Tracutil],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6874,MEDICATIE_P_B9002179,VITALIPID-SOLUVIT-TRACUTIL IN OLIMEL N7E 1.5L,236,,,,1,APPROVED,EQUAL,Louise,1645030148036,782654,Biotin / Cyanocobalamin Co57 / Folic Acid / Niacinamide / pantothenate / pyridoxine / riboflavin 5'-phosphate / Sodium Ascorbate / Thiamine Injectable Solution [Soluvit N],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6875,MEDICATIE_H_BE005097,RIOPAN SUSPENSIE 800MG ZAKJE 10ML,236,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43175181,10 ML magaldrate 80 MG/ML Oral Suspension [Riopan],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6876,MEDICATIE_P_B9002179,VITALIPID-SOLUVIT-TRACUTIL IN OLIMEL N7E 1.5L,236,,,,1,APPROVED,EQUAL,Louise,1645030148036,43022564,alpha Tocopherol 1 MG/ML / Ergocalciferol 0.0005 MG/ML / Vitamin A 0.099 MG/ML / Vitamin K 1 0.015 MG/ML Injectable Suspension [Vitalipid Adult],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6877,MEDICATIE_CS00108758,TRANXENE CAPSULE 10MG,235,,,,1,APPROVED,EQUAL,Kim Denturck,1645030148036,36883182,clorazepate 10 MG Oral Capsule [Tranxene],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6878,MEDICATIE_CS00185884,LETROZOL TABLET OMHULD 2.5MG,233,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,19022830,letrozole 2.5 MG Oral Tablet,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6879,MEDICATIE_CS00203251,GLYCOPYRRONIUM INHALATIECAPSULE 50UG (=44UG) INHOU,233,,,,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,43292584,glycopyrronium 0.05 MG Inhalant Powder,Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6880,MEDICATIE_H_BE005690_0012875905,HIBISCRUB 25ml,232,,HIBISCRUB,0012875905,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6881,MEDICATIE_H_BE005690_0006026675,HIBISCRUB 25ml,232,,HIBISCRUB,0006026675,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6882,MEDICATIE_H_BE005690_0003449232,HIBISCRUB 25ml,232,,HIBISCRUB,0003449232,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6883,MEDICATIE_H_BE005690_0012915969,HIBISCRUB 25ml,232,,HIBISCRUB,0012915969,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6884,MEDICATIE_H_BE005690_0008476112,HIBISCRUB 25ml,232,,HIBISCRUB,0008476112,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6885,MEDICATIE_H_BE005690_0003981641_0004277709,HIBISCRUB 25ml,232,,HIBISCRUB,0003981641_0004277709,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6886,MEDICATIE_H_BE005690_0003981641_0004290944,HIBISCRUB 25ml,232,,HIBISCRUB,0003981641_0004290944,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6887,MEDICATIE_H_BE005690_0003981641_0004301868,HIBISCRUB 25ml,232,,HIBISCRUB,0003981641_0004301868,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6888,MEDICATIE_H_BE005690_0003981641_0004316205,HIBISCRUB 25ml,232,,HIBISCRUB,0003981641_0004316205,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6889,MEDICATIE_H_BE005690_0003981641_0004332538,HIBISCRUB 25ml,232,,HIBISCRUB,0003981641_0004332538,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6890,MEDICATIE_H_BE005690_0007151223_0007818430,HIBISCRUB 25ml,232,,HIBISCRUB,0007151223_0007818430,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6891,MEDICATIE_H_BE005690_0007151223_0007835355,HIBISCRUB 25ml,232,,HIBISCRUB,0007151223_0007835355,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6892,MEDICATIE_H_BE005690_0007151223_0007846620,HIBISCRUB 25ml,232,,HIBISCRUB,0007151223_0007846620,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6893,MEDICATIE_H_BE005690_0007151223_0007852953,HIBISCRUB 25ml,232,,HIBISCRUB,0007151223_0007852953,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6894,MEDICATIE_H_BE005690_0007151223_0007865995,HIBISCRUB 25ml,232,,HIBISCRUB,0007151223_0007865995,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6895,MEDICATIE_H_BE005690_0007151223_0007878545,HIBISCRUB 25ml,232,,HIBISCRUB,0007151223_0007878545,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6896,MEDICATIE_H_BE005690_0007151223_0007889216,HIBISCRUB 25ml,232,,HIBISCRUB,0007151223_0007889216,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6897,MEDICATIE_H_BE005690_0017459470_0018902421,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0018902421,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6898,MEDICATIE_H_BE005690_0017459470_0018910986,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0018910986,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6899,MEDICATIE_H_BE005690_0017459470_0018918132,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0018918132,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6900,MEDICATIE_H_BE005690_0017459470_0018932147,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0018932147,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6901,MEDICATIE_H_BE005690_0017459470_0018943471,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0018943471,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6902,MEDICATIE_H_BE005690_0017459470_0018967403,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0018967403,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6903,MEDICATIE_H_BE005690_0017459470_0018985301,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0018985301,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6904,MEDICATIE_H_BE005690_0017459470_0018995891,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0018995891,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6905,MEDICATIE_H_BE005690_0017459470_0019005860,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0019005860,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6906,MEDICATIE_H_BE005690_0017459470_0019025299,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0019025299,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6907,MEDICATIE_H_BE005690_0017459470_0019043453,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0019043453,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6908,MEDICATIE_H_BE005690_0017459470_0019049697,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0019049697,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6909,MEDICATIE_H_BE005690_0017459470_0019059162,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0019059162,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6910,MEDICATIE_H_BE005690_0017459470_0019074728,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0019074728,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6911,MEDICATIE_H_BE005690_0017459470_0019082317,HIBISCRUB 25ml,232,,HIBISCRUB,0017459470_0019082317,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6912,MEDICATIE_H_BE005690_0013016639_0014367638,HIBISCRUB 25ml,232,,HIBISCRUB,0013016639_0014367638,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6913,MEDICATIE_H_BE005690_0016898256_0018313999,HIBISCRUB 25ml,232,,HIBISCRUB,0016898256_0018313999,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6914,MEDICATIE_H_BE005690_0016898256_0018317082,HIBISCRUB 25ml,232,,HIBISCRUB,0016898256_0018317082,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6915,MEDICATIE_H_BE005690_0016898256_0018325881,HIBISCRUB 25ml,232,,HIBISCRUB,0016898256_0018325881,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6916,MEDICATIE_H_BE005690_0016898256_0018343295,HIBISCRUB 25ml,232,,HIBISCRUB,0016898256_0018343295,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6917,MEDICATIE_H_BE005690_0016898256_0018366655,HIBISCRUB 25ml,232,,HIBISCRUB,0016898256_0018366655,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6918,MEDICATIE_H_BE005690_0016898256_0018375221,HIBISCRUB 25ml,232,,HIBISCRUB,0016898256_0018375221,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
6919,MEDICATIE_H_BE005690_0002034135_0002111605,HIBISCRUB 25ml,232,,HIBISCRUB,0002034135_0002111605,1,APPROVED,EQUAL,Dupulthys Stijn,1645030148036,36061391,chlorhexidine Topical Solution [Hibiscrub],Drug,MAPS_TO,AUTO MAPPED,etl,1645030148036,
