sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:modality,ADD_INFO:wise,ADD_INFO:last_date,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
RAD_T_MRNIER_MG,MRI Nieren,38,,Mammography,not in wise,2016-11-14,0.49,UNCHECKED,UNREVIEWED,,0,4137868,MRI of bone,Procedure,MAPS_TO,,<auto>,1679066680515,
RAD_ZH00005081_NM,3-fasen skeletscintigrafie inj,816,,Nuclear Medicine,3-fasen skeletscintigrafie inj - NM: 827; 3-fasen skeletscintigrafie inj - OT: 219,2023-03-15,0.35,UNCHECKED,UNREVIEWED,,0,4160914,Nuclear medicine imaging procedure,Procedure,MAPS_TO,,<auto>,1679066680690,
RAD_NMR BEID_MG,NMR BEIDE MAMAE,176,,Mammography,not in wise,2011-03-22,0.42,UNCHECKED,UNREVIEWED,,0,3039579,MR Bone marrow,Procedure,MAPS_TO,,<auto>,1679066681190,
RAD_ZH00000320_US,Duplex-Dopler Onderste Lidmaat Veneus Rechts,3843,,Ultra Sound,Duplex-Dopler Onderste Lidmaat Veneus Rechts - US: 3763,2023-03-16,0.21,UNCHECKED,UNREVIEWED,,0,4195817,Duplex scan veins of upper limb,Procedure,MAPS_TO,,<auto>,1679066681568,
RAD_ZH00005479_MG,coronarografie,1,,Mammography,Coronarografie (diagnostisch) (60) - XA: 438; Coronarografie (diagnostisch) (60) - OT: 1,2018-04-20,0.46,UNCHECKED,UNREVIEWED,,0,4329385,Fluoroscopic angiography of coronary graft using contrast,Procedure,MAPS_TO,,<auto>,1679066681842,
RAD_ZH00000102_CR,CR Colpo-Cysto-Defaecografie (CCD),597,,Computed Radiography,CR Colpo-Cysto-Defaecografie (CCD) - CR: 604; CR Colpo-Cysto-Defaecografie (CCD) - RF: 1,2023-03-16,0.30,UNCHECKED,UNREVIEWED,,0,4347684,Defecating proctogram,Procedure,MAPS_TO,,<auto>,1679066682115,
RAD_THP_MG,Therapie Fosfor 32,17,,Mammography,not in wise,2013-03-27,0.29,UNCHECKED,UNREVIEWED,,0,4072499,Regimes and therapies,Procedure,MAPS_TO,,<auto>,1679066682190,
RAD_ZH00000150_CT,CT SIG Standaard,813,,Computed Tomography,CT SIG Standaard - CT: 735,2023-03-14,0.22,UNCHECKED,UNREVIEWED,,0,4252704,Standard precautions,Procedure,MAPS_TO,,<auto>,1679066682618,
RAD_TEL1_MG,TELERX SCHEDEL 1CL,38,,Mammography,not in wise,2003-08-29,0.20,UNCHECKED,UNREVIEWED,,0,4043206,Activity scheduling,Procedure,MAPS_TO,,<auto>,1679066682886,
RAD_B1304_MG,MIBISTRESS,176,,Mammography,MIBISTRESS - NM: 166,2015-10-02,0.29,UNCHECKED,UNREVIEWED,,0,3042024,SPECT Heart at rest and W stress and W Tc-99m Sestamibi IV,Procedure,MAPS_TO,,<auto>,1679066682908,
RAD_ZH00000509_XA,Punctie Lymfeklier,1,,X-Ray Angiography,Punctie Lymfeklier - US: 1203; Punctie Lymfeklier - CT: 10; Punctie Lymfeklier - XA: 2,2023-01-16,0.30,UNCHECKED,UNREVIEWED,,0,4080549,Lumbar puncture,Procedure,MAPS_TO,,<auto>,1679066683250,
RAD_ZH00000387_MR,MR CWZ MS,813,,Magnetic Resonance,MR CWZ MS - MR: 795,2023-03-16,0.28,UNCHECKED,UNREVIEWED,,0,3048091,MR Thoracic Aorta,Procedure,MAPS_TO,,<auto>,1679066683258,
RAD_0000008674_US,Echo Buikwand,1091,,Ultra Sound,not in wise,2023-03-16,0.24,UNCHECKED,UNREVIEWED,,0,4012528,Assessment of body build,Procedure,MAPS_TO,,<auto>,1679066683388,
RAD_ZH00000170_CT,CT Urografie,3815,,Computed Tomography,CT Urografie - CT: 3825,2023-03-16,0.56,UNCHECKED,UNREVIEWED,,0,4169654,Gastrografin meal,Procedure,MAPS_TO,,<auto>,1679066683458,
RAD_1261_MG,FULL SPINE 1,593,,Mammography,FULL SPINE 1 - RF: 344; FULL SPINE 1 - CR: 233,2015-10-14,0.46,UNCHECKED,UNREVIEWED,,0,3004836,CT Spine,Procedure,MAPS_TO,,<auto>,1679066683729,
RAD_0000008897_MR,MR Thoraxwand,17,,Magnetic Resonance,MR Thoraxwand - MR: 10; MR Thoraxwand - MR: 9,2023-03-10,0.39,UNCHECKED,UNREVIEWED,,0,3048091,MR Thoracic Aorta,Procedure,MAPS_TO,,<auto>,1679066683820,
RAD_ZH00000223_CT,CT Arthro Elleboog Links,38,,Computed Tomography,CT Arthro Elleboog Links - CT: 39,2023-02-03,0.33,UNCHECKED,UNREVIEWED,,0,4082976,CT arthrogram,Procedure,MAPS_TO,,<auto>,1679066684357,
RAD_6006I_MG,NMR WERVELZUIL(IZEGEM),593,,Mammography,NMR WERVELZUIL(IZEGEM) - MR: 590,2015-10-13,0.19,UNCHECKED,UNREVIEWED,,0,3035690,MR Lower leg,Procedure,MAPS_TO,,<auto>,1679066685032,
RAD_T_CLAR_MG,RX Clavicula Re,1080,,Mammography,not in wise,2018-04-18,0.41,UNCHECKED,UNREVIEWED,,0,4252272,Total claviculectomy,Procedure,MAPS_TO,,<auto>,1679066685049,
RAD_ZH00000406_MR,MR Lever Coöperatief,3764,,Magnetic Resonance,MR Lever Coöperatief - MR: 3786;  - MR: 1,2023-03-16,0.33,UNCHECKED,UNREVIEWED,,0,3002471,MR Lower extremity,Procedure,MAPS_TO,,<auto>,1679066685168,
RAD_ZH00005123_OT,CR Bekken + Judet opnames,1,,Other,CR Bekken + Judet opnames - CR: 236; CR Bekken + Judet opnames - CR: 9; CR Bekken - Judet opnames - CR: 8,2023-01-30,0.26,UNCHECKED,UNREVIEWED,,0,3049290,XR Hip Judet,Procedure,MAPS_TO,,<auto>,1679066685634,
RAD_BDP_MG,Botdensitometrie pseudonummer,809,,Mammography,Botdensitometrie pseudonummer - OT: 767; Botdensitometrie pseudonummer - DX: 2,2011-06-08,0.30,UNCHECKED,UNREVIEWED,,0,4080156,Drainage of peritoneal pseudocyst,Procedure,MAPS_TO,,<auto>,1679066685925,
RAD_ZH00005038_OT,ICD controle,592,,Other,not in wise,2023-03-16,0.38,UNCHECKED,UNREVIEWED,,0,4021823,Pain control,Procedure,MAPS_TO,,<auto>,1679066686240,
RAD_ZH00000134_CT,CT Hersenen Pre-Neuronavigatie,175,,Computed Tomography,CT Hersenen Pre-Neuronavigatie - CT: 174;  - CT: 12,2023-03-13,0.26,UNCHECKED,UNREVIEWED,,0,37208338,Electromagnetic navigation bronchoscopy,Procedure,MAPS_TO,,<auto>,1679066686965,
RAD_ZH00000345_MR,MR Hersenen Tumor,3734,,Magnetic Resonance,MR Hersenen Tumor - MR: 3685;  - MR: 1,2023-03-16,0.51,UNCHECKED,UNREVIEWED,,0,3018317,MR Heart,Procedure,MAPS_TO,,<auto>,1679066686996,
RAD_SNM_MG,Smith & Nephew Menen,1077,,Mammography,Smith - OT: 1074; Smith - ES: 2,2015-10-08,0.26,UNCHECKED,UNREVIEWED,,0,2793073,Computerized Tomography (CT Scan) of Head and Neck using Other Contrast,Procedure,MAPS_TO,,<auto>,1679066687201,
RAD_B1157_MG,LEUKOCYTENSCAN,1,,Mammography,LEUKOCYTENSCAN - NM: 1,2014-06-25,0.64,UNCHECKED,UNREVIEWED,,0,4148554,Transfusion of leukocytes,Procedure,MAPS_TO,,<auto>,1679066687279,
RAD_ZH00000211_CT,CT Knie Links,808,,Computed Tomography,CT Knie Links - CT: 792,2023-03-14,0.40,UNCHECKED,UNREVIEWED,,0,3048029,CT Knee,Procedure,MAPS_TO,,<auto>,1679066687368,
RAD_1221_MG,FEMUR,1074,,Mammography,FEMUR - CR: 908,2015-10-13,0.77,UNCHECKED,UNREVIEWED,,0,45765532,Computed tomography of femur,Procedure,MAPS_TO,,<auto>,1679066687800,
RAD_CRTICDVN_MG,CRT ICD-VERVANGING,17,,Mammography,CRT ICD-VERVANGING - XA: 15; CRT ICD-VERVANGING - SR: 4; CRT ICD-VERVANGING - OT: 1,2017-09-27,0.32,UNCHECKED,UNREVIEWED,,0,4087607,Creation of carotid-vertebral artery shunt,Procedure,MAPS_TO,,<auto>,1679066688040,
RAD_0000008771_MR,MR Whole Body Myeloom/Prostaat/Botmetastasen,38,,Magnetic Resonance,MR Whole Body - MR: 25; MR Whole Body Myeloom/Prostaat/Botmetastasen - MR: 14,2023-02-28,0.39,UNCHECKED,UNREVIEWED,,0,3048738,MR Whole body,Procedure,MAPS_TO,,<auto>,1679066688048,
RAD_N1666_MG,CT LIDMAAT,801,,Mammography,CT LIDMAAT - NM: 18,2015-10-14,0.41,UNCHECKED,UNREVIEWED,,0,4122347,Modified Widman flap,Procedure,MAPS_TO,,<auto>,1679066688385,
RAD_T_CHEUR+_MG,CT Heup Re +,1,,Mammography,not in wise,2015-04-28,0.30,UNCHECKED,UNREVIEWED,,0,4196062,Group reassurance,Procedure,MAPS_TO,,<auto>,1679066688415,
RAD_0000008791_NM,CT Cardio NG,591,,Nuclear Medicine,CT Cardio NG - NM: 517,2023-03-10,0.32,UNCHECKED,UNREVIEWED,,0,4225473,Incision of heart,Procedure,MAPS_TO,,<auto>,1679066689079,
RAD_ZH00000254_US,Echo Mannelijk Bekken,175,,Ultra Sound,Echo Mannelijk Bekken - US: 163,2023-03-15,0.17,UNCHECKED,UNREVIEWED,,0,4091145,Evoked oto-acoustic emission measurement,Procedure,MAPS_TO,,<auto>,1679066689746,
RAD_T_CDWZ+_MG,CT Dorsaal +,38,,Mammography,not in wise,2018-04-09,0.34,UNCHECKED,UNREVIEWED,,0,4082703,CT discogram of thoracic region,Procedure,MAPS_TO,,<auto>,1679066690331,
RAD_ZH00000091_CR,CR Slikfunctie,800,,Computed Radiography,CR Slikfunctie - CR: 799,2023-03-07,0.27,UNCHECKED,UNREVIEWED,,0,4040383,Functional training,Procedure,MAPS_TO,,<auto>,1679066690353,
RAD_1702_MG,ECHO HALS,1074,,Mammography,ECHO HALS - US: 1046; ECHO HALS - MG: 2,2015-10-14,0.37,UNCHECKED,UNREVIEWED,,0,4091145,Evoked oto-acoustic emission measurement,Procedure,MAPS_TO,,<auto>,1679066690454,
RAD_SMD1I2_MG,SMD1I2,1,,Mammography,not in wise,2009-08-18,0.19,UNCHECKED,UNREVIEWED,,0,4050746,Diathermy of nasal turbinates,Procedure,MAPS_TO,,<auto>,1679066690516,
RAD_FRAX_MG,Botdensitometrie terugbetaald (DEXA),3728,,Mammography,Botdensitometrie terugbetaald (DEXA) - OT: 4034,2017-09-29,0.30,UNCHECKED,UNREVIEWED,,0,4086416,Dual energy X-ray absorptiometry,Procedure,MAPS_TO,,<auto>,1679066690569,
RAD_CBCTMSK_MG,CBCT musculoskeletale toepassing,17,,Mammography,CBCT musculoskeletale toepassing - CT: 17,2017-06-28,0.59,UNCHECKED,UNREVIEWED,,0,4082693,CT of musculoskeletal system structures,Procedure,MAPS_TO,,<auto>,1679066690848,
RAD_T_MAM1_MG,Mammografie 1,799,,Mammography,not in wise,2018-04-18,0.72,UNCHECKED,UNREVIEWED,,0,4324693,Mammography,Procedure,MAPS_TO,,<auto>,1679066691525,
RAD_IVP_MG,RX IVP,3709,,Mammography,Intraveneuze Pyelografie - CR: 419; RX IVP - CR: 265; IVP + NSE 4 CL - RF: 53; Intraveneuze Pyelografie - DX: 17; IVP + NSE 4 CL - CR: 10; Intraveneuze Pyelografie - RF: 9; RX IVP - RF: 6; Intraveneuze Pyelografie - US: 1,2016-12-29,0.36,UNCHECKED,UNREVIEWED,,0,4036257,Marker urogram,Procedure,MAPS_TO,,<auto>,1679066691596,
RAD_CS00000003_CR,Faux Profile (CEPH),175,,Computed Radiography,Faux Profile (CEPH) - CR: 180,2023-03-10,0.24,UNCHECKED,UNREVIEWED,,0,4127488,Ureteric reflux prevention procedure,Procedure,MAPS_TO,,<auto>,1679066691715,
RAD_ZH00005242_US,echo pancreas/milt,1,,Ultra Sound,echo pancreas/milt - US: 1,2019-05-10,0.41,UNCHECKED,UNREVIEWED,,0,3014375,US Pancreas,Procedure,MAPS_TO,,<auto>,1679066691866,
RAD_1131_MG,VOORARM,1072,,Mammography,VOORARM - CR: 941,2015-10-12,0.26,UNCHECKED,UNREVIEWED,,0,4290407,Replacement of femoral head by prosthesis,Procedure,MAPS_TO,,<auto>,1679066691866,
RAD_ZH00000198_CT,CT Schouder Links,794,,Computed Tomography,CT Schouder Links - CT: 786,2023-03-15,0.21,UNCHECKED,UNREVIEWED,,0,3052399,CT Shoulder,Procedure,MAPS_TO,,<auto>,1679066693196,
RAD_HYSPOL_MG,Op hysterscopie + poliepectomie of myomectomie,38,,Mammography,Op hysterscopie + poliepectomie of myomectomie - ES: 38,2015-10-12,0.44,UNCHECKED,UNREVIEWED,,0,4169931,Uterine myomectomy,Procedure,MAPS_TO,,<auto>,1679066693286,
RAD_ZH00000503_US,Punctie Borst + Harpoenplaatsing op echo,589,,Ultra Sound,Punctie Borst + Harpoenplaatsing - US: 559; Punctie Borst + Harpoenplaatsing op echo - US: 42; Punctie Borst Harpoenplaatsing - US: 7; Punctie Borst + Harpoenplaatsing - CT: 2,2023-03-14,0.16,APPROVED,EQUAL,Stijn Dupulthys,1679068983722,37109988,Ultrasonography guided biopsy of breast,Procedure,MAPS_TO,,Stijn Dupulthys,1679068978993,
RAD_0000008769_OT,ESWL Rumbeke,1072,,Other,ESWL Rumbeke - OT: 1356; ESWL Rumbeke - RF: 226; ESWL Rumbeke - US: 2,2023-03-15,0.55,UNCHECKED,UNREVIEWED,,0,4087889,Extracorporeal shockwave lithotripsy of calculus of kidney,Procedure,MAPS_TO,,<auto>,1679066693609,
RAD_BLWZ_MG,BLWZ,587,,Mammography,not in wise,1998-11-03,0.03,UNCHECKED,UNREVIEWED,,0,3018073,RF videography Hypopharynx and Esophagus Views,Procedure,MAPS_TO,,<auto>,1679066693923,
RAD_T_CDPF_MG,Consultatie Dr De Pauw,174,,Mammography,not in wise,2013-09-18,0.31,UNCHECKED,UNREVIEWED,,0,764131,Consultation with caregiver,Procedure,MAPS_TO,,<auto>,1679066694520,
RAD_ZH00005477_XA,Ablatie Ventriculaire Tachycardie (Carto) + Narcos,17,,X-Ray Angiography,Ablatie Ventriculaire Tachycardie (Carto) + Narcos - XA: 2,2023-03-15,0.46,UNCHECKED,UNREVIEWED,,0,3655803,Ventricular tachycardia ablation,Procedure,MAPS_TO,,<auto>,1679066694862,
RAD_ECTH_MG,Echo thorax,2417,,Mammography,Echo thorax - US: 1066; echo thorax - US: 353; Echo thorax - CR: 3; Echo thorax - DX: 1; echo thorax - CR: 1; Echo thorax - CT: 1,2017-09-29,0.49,UNCHECKED,UNREVIEWED,,0,4091145,Evoked oto-acoustic emission measurement,Procedure,MAPS_TO,,<auto>,1679066695113,
RAD_ZH00000220_CT,CT Voet Rechts,585,,Computed Tomography,CT Voet Rechts - CT: 553,2023-03-13,0.28,UNCHECKED,UNREVIEWED,,0,4036037,Cresyl echt violet stain method,Procedure,MAPS_TO,,<auto>,1679066695337,
RAD_0000005158_NM,Total body scan I131 diagn SPECT/CT (LD CT) scan,1,,Nuclear Medicine,Total body scan I131 diagn SPECT/CT (LD CT) scan - NM: 1,2018-05-18,0.46,UNCHECKED,UNREVIEWED,,0,4198149,Single photon emission computed tomography of whole body using iodine 131,Procedure,MAPS_TO,,<auto>,1679066695345,
RAD_TEER_MG,TEE + Reconversie,1070,,Mammography,TEE + Reconversie - US: 1203; RX Teen Rechts - DX: 1199; RX Teen Rechts - CR: 884,2017-09-28,0.43,UNCHECKED,UNREVIEWED,,0,4286350,Conversion of rectal position,Procedure,MAPS_TO,,<auto>,1679066695490,
RAD_ZH00000187_CT,CT Onderste Ledematen,3708,,Computed Tomography,CT Onderste Ledematen - CT: 3713,2023-03-16,0.29,UNCHECKED,UNREVIEWED,,0,40481110,Assessment of understanding of medication,Procedure,MAPS_TO,,<auto>,1679066695560,
RAD_T_SMD_MG,Slokd-Maag-Du,792,,Mammography,not in wise,2018-04-19,0.20,UNCHECKED,UNREVIEWED,,0,4102595,Wigand-Martin maneuver,Procedure,MAPS_TO,,<auto>,1679066695835,
RAD_ZH00005524_XA,VVI-Pacemakervervanging,17,,X-Ray Angiography,VVI-Pacemakervervanging - XA: 2,2023-01-23,0.45,UNCHECKED,UNREVIEWED,,0,4049403,Maintenance procedure for cardiac pacemaker system,Procedure,MAPS_TO,,<auto>,1679066696366,
RAD_1652_MG,CT SINUSSEN,585,,Mammography,CT SINUSSEN - CT: 573; CT SINUSSEN - (no value): 1,2015-10-02,0.63,UNCHECKED,UNREVIEWED,,0,3011383,CT Sinuses,Procedure,MAPS_TO,,<auto>,1679066696511,
RAD_ZH00000162_CT,CT Abdomen Perforatie,174,,Computed Tomography,CT Abdomen Perforatie - CT: 167,2023-02-15,0.70,UNCHECKED,UNREVIEWED,,0,3032013,CT Abdomen,Procedure,MAPS_TO,,<auto>,1679066696671,
RAD_LPE_MG,Longperfusie,3702,,Mammography,Longperfusie - NM: 1425,2017-03-09,0.57,UNCHECKED,UNREVIEWED,,0,4338837,Perfusion,Procedure,MAPS_TO,,<auto>,1679066696700,
RAD_ZH00000466_MR,MR Knie Rechts 15ch AA,16538,,Magnetic Resonance,MR Knie 15ch AA Rechts - MR: 14226; MR Knie Rechts 15ch AA - MR: 2084;  - MR: 1; MR Knie 15ch AA links - MR: 1,2023-03-17,0.40,UNCHECKED,UNREVIEWED,,0,3005648,MR Knee,Procedure,MAPS_TO,,<auto>,1679066696748,
RAD_0000008505_US,EndoECHO,1,,Ultra Sound,EUS - US: 664; EndoECHO - US: 4,2018-04-24,0.23,UNCHECKED,UNREVIEWED,,0,4176414,Echoencephalography,Procedure,MAPS_TO,,<auto>,1679066697691,
RAD_1316_MG,E.R.C.P.,174,,Mammography,E.R.C.P. - RF: 170; E.R.C.P. - MR: 1; E.R.C.P. - CR: 1,2015-09-25,0.21,UNCHECKED,UNREVIEWED,,0,4079611,Conscious blood pressure control,Procedure,MAPS_TO,,<auto>,1679066698240,
RAD_ZH00000488_MR,Onderzoek Onder Narcose,791,,Magnetic Resonance,Onderzoek Onder Narcose - MR: 795; MR Onder Narcose - MR: 3,2023-03-14,0.30,UNCHECKED,UNREVIEWED,,0,4122590,Cheek operation,Procedure,MAPS_TO,,<auto>,1679066698374,
RAD_ZH00000137_CT,CT Maxillo-Faciaal Massief Zonder Contrast,2415,,Computed Tomography,CT Maxillo-Faciaal Massief Zonder Contrast - CT: 2179,2023-03-16,0.40,UNCHECKED,UNREVIEWED,,0,3031506,CT Maxillofacial region,Procedure,MAPS_TO,,<auto>,1679066698592,
RAD_T_ST_MG,RX Sternum/Thorax FP,3675,,Mammography,not in wise,2018-04-17,0.38,UNCHECKED,UNREVIEWED,,0,3049275,CT Sternum,Procedure,MAPS_TO,,<auto>,1679066698640,
RAD_T_MDT_MG,Maag-Du-Tran,17,,Mammography,not in wise,2016-09-02,0.18,UNCHECKED,UNREVIEWED,,0,40488403,Choledochoscopy and U-tube drainage of common bile duct,Procedure,MAPS_TO,,<auto>,1679066699150,
RAD_VINGER_MG,Vinger*,3652,,Mammography,Vinger* - CR: 3650,2011-03-24,0.15,UNCHECKED,UNREVIEWED,,0,3028584,MR Finger,Procedure,MAPS_TO,,<auto>,1679066699450,
RAD_CATRL_MG,RECHTER HART ZONDER COR,578,,Mammography,RECHTER HART ZONDER COR - XA: 579,2017-08-11,0.18,UNCHECKED,UNREVIEWED,,0,1524608,"Supplement Coronary Artery, One Artery with Zooplastic Tissue, Percutaneous Approach",Procedure,MAPS_TO,,<auto>,1679066699450,
RAD_T_BEKR_MG,RX Bekken Re,16516,,Mammography,not in wise,2018-04-19,0.17,UNCHECKED,UNREVIEWED,,0,2795274,Bekesy Audiometry Assessment,Procedure,MAPS_TO,,<auto>,1679066700033,
RAD_TLGA_MG,Tl201 Indium-Galli,1,,Mammography,not in wise,1999-03-01,0.48,UNCHECKED,UNREVIEWED,,0,4346624,Whole body Tl201 counting,Procedure,MAPS_TO,,<auto>,1679066700118,
RAD_M201_MG,kl.macro + kl.micro,789,,Mammography,not in wise,1999-06-30,0.30,UNCHECKED,UNREVIEWED,,0,4214176,Integrated optical coherence tomography and scanning laser ophthalmoscopy,Procedure,MAPS_TO,,<auto>,1679066700250,
RAD_TRANSIT _MG,SMD TR,17,,Mammography,not in wise,2011-03-07,0.48,UNCHECKED,UNREVIEWED,,0,4050746,Diathermy of nasal turbinates,Procedure,MAPS_TO,,<auto>,1679066700527,
RAD_T_DUKL_MG,Duplex Kleur,2411,,Mammography,not in wise,2018-04-18,0.44,UNCHECKED,UNREVIEWED,,0,4022935,Heminephrectomy for duplex kidney,Procedure,MAPS_TO,,<auto>,1679066700545,
RAD_ZH00000480_MR,MR Voorvoet Morton Rechts,174,,Magnetic Resonance,MR Voorvoet Morton Rechts - MR: 166,2023-03-13,0.29,UNCHECKED,UNREVIEWED,,0,3051845,MR Toe,Procedure,MAPS_TO,,<auto>,1679066700775,
RAD_T_CKLB-_MG,CT Klein Bekken -,577,,Mammography,not in wise,2018-04-13,0.20,UNCHECKED,UNREVIEWED,,0,3048029,CT Knee,Procedure,MAPS_TO,,<auto>,1679066700911,
RAD_ZH00000016_CR,CR Schouder Links,16284,,Computed Radiography,CR Schouder Links - CR: 16050;  - CR: 4; CR Schouder Links - OT: 2,2023-03-16,0.16,UNCHECKED,UNREVIEWED,,0,3052740,XR Shoulder AP,Procedure,MAPS_TO,,<auto>,1679066701315,
RAD_CYSTOG +_MG,CYSTO,577,,Mammography,not in wise,2011-03-23,0.69,UNCHECKED,UNREVIEWED,,0,4221381,Incision of bladder,Procedure,MAPS_TO,,<auto>,1679066701534,
RAD_0000008504_US,Reconversie,86,,Ultra Sound,Reconversie - US: 124; Reconversie - US: 7,2021-06-23,0.63,UNCHECKED,UNREVIEWED,,0,4286350,Conversion of rectal position,Procedure,MAPS_TO,,<auto>,1679066701901,
RAD_OAR_MG,RX onderarm re,2407,,Mammography,RX Onderarm re - CR: 1396; RX onderarm re - CR: 948; RX Onderarm re - DX: 2,2017-09-29,0.21,UNCHECKED,UNREVIEWED,,0,36714799,Alcohol harm reduction program,Procedure,MAPS_TO,,<auto>,1679066702115,
RAD_205_MG,makro + 2 biop + 3 immuno,1,,Mammography,not in wise,1994-12-06,0.29,UNCHECKED,UNREVIEWED,,0,4214176,Integrated optical coherence tomography and scanning laser ophthalmoscopy,Procedure,MAPS_TO,,<auto>,1679066702310,
RAD_ZH00000318_US,Duplex-Dopler Onderste Lidmaten Ven. Bilateraal,3639,,Ultra Sound,Duplex-Dopler Onderste Lidmaten Ven. Bilateraal - US: 3510; Duplex-Dopler Onderste Lidmaten Veneus - US: 104,2023-03-16,0.23,UNCHECKED,UNREVIEWED,,0,4195817,Duplex scan veins of upper limb,Procedure,MAPS_TO,,<auto>,1679066702792,
RAD_ZH00000490_MR,MR Pediatrie Hersenen >2jr,787,,Magnetic Resonance,MR Pediatrie Hersenen >2jr - MR: 798,2023-03-16,0.23,UNCHECKED,UNREVIEWED,,0,21494714,US Pediatric Head,Procedure,MAPS_TO,,<auto>,1679066702864,
RAD_ZH00000117_MG,MA Mammo Bilateraal,16079,,Mammography,MA Mammo Bilateraal - MG: 16384; MA Mammo Bilateraal - US: 18,2023-03-16,0.48,APPROVED,EQUAL,Stijn Dupulthys,1679067262704,4182722,Bilateral mammography,Procedure,MAPS_TO,,Stijn Dupulthys,1679067261676,
RAD_0000008747_XA,C-Boog MDL,171,,X-Ray Angiography,ENDOERCP - XA: 399; ERCP zonder tomie new - RF: 278; C-Boog MDL - XA: 217; ERCP zonder tomie new - XA: 156; ERCP zonder tomie - RF: 110; C-Boog MDL - XA: 7; ERCP zonder tomie - CR: 2,2021-05-21,0.25,UNCHECKED,UNREVIEWED,,0,3000031,XR tomography Internal auditory canal - bilateral,Procedure,MAPS_TO,,<auto>,1679066703596,
RAD_ZH00000086_CR,CR Sternum,775,,Computed Radiography,CR Sternum - CR: 757,2023-03-15,0.73,UNCHECKED,UNREVIEWED,,0,3049275,CT Sternum,Procedure,MAPS_TO,,<auto>,1679066704244,
RAD_24_MG,niet-cx cyto 4x,1,,Mammography,not in wise,1998-08-17,0.20,UNCHECKED,UNREVIEWED,,0,4276031,Flow cytometry,Procedure,MAPS_TO,,<auto>,1679066704260,
RAD_ZH00000484_MR,MR Mammo Dynamic,3534,,Magnetic Resonance,MR Mammo Dynamic - MR: 3562,2023-03-12,0.45,UNCHECKED,UNREVIEWED,,0,3047549,MR Breast dynamic W contrast IV,Procedure,MAPS_TO,,<auto>,1679066704260,
RAD_SB2I2_MG,2x SUPERBIOPSIE + 2 IMMUNO's,86,,Mammography,not in wise,2011-10-06,0.23,UNCHECKED,UNREVIEWED,,0,4314777,Immunosuppressive therapy,Procedure,MAPS_TO,,<auto>,1679066704417,
RAD_1231_MG,HEUP,16022,,Mammography,HEUP - CR: 15668; HEUP - RF: 7,2015-10-14,0.35,UNCHECKED,UNREVIEWED,,0,37110049,Leuprorelin therapy,Procedure,MAPS_TO,,<auto>,1679066704433,
RAD_ZH00000448_MR,MR Pols TFCC Rechts,574,,Magnetic Resonance,MR Pols TFCC Rechts - MR: 526,2023-03-15,0.28,UNCHECKED,UNREVIEWED,,0,3048091,MR Thoracic Aorta,Procedure,MAPS_TO,,<auto>,1679066704605,
RAD_ZH00000454_MR,MR Vinger Klein FOV Rechts,169,,Magnetic Resonance,MR Vinger Klein FOV Rechts - MR: 156,2023-02-28,0.35,UNCHECKED,UNREVIEWED,,0,3028584,MR Finger,Procedure,MAPS_TO,,<auto>,1679066705121,
RAD_ZH00000677_NM,SPECT-CT Heup Rechts,85,,Nuclear Medicine,SPECT-CT Heup Rechts - NM: 68,2023-03-16,0.32,UNCHECKED,UNREVIEWED,,0,3038400,SPECT Heart,Procedure,MAPS_TO,,<auto>,1679066705539,
RAD_ZH00000497_US,Punctie Borst (Anatomopathologie),2394,,Ultra Sound,Punctie Borst (Anatomopathologie) - US: 2454; Punctie Borst (Anatomopathologie) - CT: 1,2023-03-16,0.26,APPROVED,EQUAL,Stijn Dupulthys,1679068640729,37109988,Ultrasonography guided biopsy of breast,Procedure,MAPS_TO,,Stijn Dupulthys,1679067900331,
RAD_ZH00005015_MG,EMG single fiber,1,,Mammography,not in wise,2018-04-24,0.87,UNCHECKED,UNREVIEWED,,0,4098786,Single fiber EMG,Procedure,MAPS_TO,,<auto>,1679066705852,
RAD_CTHATH_MG,CT Hals en Thorax,574,,Mammography,CT Hals en Thorax - CT: 608; CT Hals en Thorax - SR: 1,2017-09-29,0.50,UNCHECKED,UNREVIEWED,,0,4058335,CT of chest,Procedure,MAPS_TO,,<auto>,1679066706660,
RAD_ZH00000262_US,Echo Aorta,85,,Ultra Sound,Echo Aorta - US: 86,2023-02-02,0.52,UNCHECKED,UNREVIEWED,,0,4232078,Grafting to aorta,Procedure,MAPS_TO,,<auto>,1679066706784,
RAD_0000008616_CT,CT Abdomen Standaard zonder contrast,3523,,Computed Tomography,CT Abdomen Standaard zonder contrast - CT: 3406,2023-03-16,0.47,UNCHECKED,UNREVIEWED,,0,3049940,CT Abdomen WO contrast,Procedure,MAPS_TO,,<auto>,1679066707299,
RAD_SKTL_MG,Schildkl.scanTl201,1,,Mammography,not in wise,2001-03-02,0.36,UNCHECKED,UNREVIEWED,,0,40487026,Whole body scan using thallium Tl201,Procedure,MAPS_TO,,<auto>,1679066707800,
RAD_PTA1_MG,ANGIODILAT 1 ART,168,,Mammography,not in wise,2003-10-20,0.34,UNCHECKED,UNREVIEWED,,0,4036768,"Angiography of renal arteries, bilateral",Procedure,MAPS_TO,,<auto>,1679066707933,
